Admit Source;Admit Type;Appt Start Time;Care Score;Check-In Time;Clinic Name;Department;Diagnosis Primary;Discharge Datetime new;Encounter Number;Encounter Status;Number of Records;Wait Time Min
Investment;Emergency;1/02/2020 7:07;3;1/02/2020 7:07;CitiBank Colombia;Current Account;;;STA-200201-000605;ED Discharged;1;37
Cards;Emergency;31/03/2020 22:41;4;31/03/2020 22:41;CitiBank Colombia;Current Account;;;STA-200331-019904;ED Discharged;1;29
Banking;Emergency;31/03/2020 19:59;4;31/03/2020 19:59;CitiBank Colombia;Current Account;;;STA-200331-018164;ED Discharged;1;130
Deposit Account;Emergency;31/03/2020 19:34;4;31/03/2020 19:34;CitiBank Colombia;Current Account;;;STA-200331-018060;ED Discharged;1;77
Loans;Emergency;31/03/2020 19:33;3;31/03/2020 19:33;CitiBank Colombia;Current Account;;;STA-200331-018057;ED Discharged;1;9
Investment;Emergency;31/03/2020 19:27;2;31/03/2020 19:27;CitiBank Colombia;Current Account;;;STA-200331-018034;ED Discharged;1;139
Cards;Emergency;31/03/2020 19:24;3;31/03/2020 19:24;CitiBank Colombia;Current Account;;;STA-200331-018017;ED Discharged;1;143
Banking;Emergency;31/03/2020 19:10;4;31/03/2020 19:10;CitiBank Colombia;Current Account;;;STA-200331-017917;ED Discharged;1;138
Deposit Account;Emergency;31/03/2020 19:10;3;31/03/2020 19:10;CitiBank Colombia;Current Account;;;STA-200331-017916;ED Discharged;1;41
Loans;Emergency;31/03/2020 19:00;3;31/03/2020 19:00;CitiBank Colombia;Current Account;;;STA-200331-017853;ED Discharged;1;55
Investment;Emergency;31/03/2020 18:58;5;31/03/2020 18:58;CitiBank Colombia;Current Account;;;STA-200331-017830;ED Discharged;1;44
Cards;Emergency;31/03/2020 18:54;3;31/03/2020 18:54;CitiBank Colombia;Current Account;;;STA-200331-017801;Discharged;1;87
Banking;Emergency;31/03/2020 18:47;4;31/03/2020 18:47;CitiBank Colombia;Current Account;;;STA-200331-017746;ED Discharged;1;124
Deposit Account;Emergency;31/03/2020 18:45;4;31/03/2020 18:45;CitiBank Colombia;Current Account;;;STA-200331-017728;ED Discharged;1;3
Loans;Emergency;31/03/2020 18:42;3;31/03/2020 18:42;CitiBank Colombia;Current Account;;;STA-200331-017705;ED Discharged;1;132
Investment;Emergency;31/03/2020 18:41;3;31/03/2020 18:41;CitiBank Colombia;Current Account;;;STA-200331-017695;ED Discharged;1;94
Cards;Emergency;31/03/2020 18:33;3;31/03/2020 18:33;CitiBank Colombia;Current Account;;;STA-200331-017622;ED Discharged;1;124
Banking;Emergency;31/03/2020 18:31;3;31/03/2020 18:31;CitiBank Colombia;Current Account;;;STA-200331-017611;ED Discharged;1;52
Deposit Account;Emergency;31/03/2020 18:29;3;31/03/2020 18:29;CitiBank Colombia;Current Account;;;STA-200331-017594;ED Discharged;1;18
Loans;Emergency;31/03/2020 18:28;5;31/03/2020 18:28;CitiBank Colombia;Current Account;;;STA-200331-017590;ED Discharged;1;25
Investment;Emergency;31/03/2020 18:27;2;31/03/2020 18:27;CitiBank Colombia;Current Account;;;STA-200331-017578;ED Discharged;1;111
Cards;Emergency;31/03/2020 18:16;5;31/03/2020 18:16;CitiBank Colombia;Current Account;;;STA-200331-017502;ED Discharged;1;36
Banking;Emergency;31/03/2020 18:12;5;31/03/2020 18:12;CitiBank Colombia;Current Account;;;STA-200331-017473;ED Discharged;1;18
Deposit Account;Emergency;31/03/2020 18:06;4;31/03/2020 18:06;CitiBank Colombia;Current Account;;;STA-200331-017440;ED Discharged;1;67
Loans;Emergency;31/03/2020 17:59;2;31/03/2020 17:59;CitiBank Colombia;Current Account;;;STA-200331-017390;ED Discharged;1;141
Investment;Emergency;31/03/2020 17:54;4;31/03/2020 17:54;CitiBank Colombia;Current Account;;;STA-200331-017360;Discharged;1;139
Cards;Urgent;31/03/2020 17:46;6;31/03/2020 17:46;CitiBank Colombia;Fixed Deposit;;;STA-200331-017306;Inpatient Discharged;1;15
Banking;Urgent;31/03/2020 17:40;2;31/03/2020 17:40;CitiBank Colombia;Fixed Deposit;;;STA-200331-017260;Inpatient Discharged;1;133
Deposit Account;Urgent;31/03/2020 17:40;2;31/03/2020 17:40;CitiBank Colombia;Fixed Deposit;;;STA-200331-017259;Inpatient Discharged;1;137
Loans;Elective;31/03/2020 17:32;4;31/03/2020 17:32;CitiBank Colombia;Savings Account;;;STA-200331-017202;ED Discharged;1;14
Investment;Elective;31/03/2020 17:31;2;31/03/2020 17:31;CitiBank Colombia;Savings Account;;;STA-200331-017188;ED Discharged;1;30
Cards;Elective;31/03/2020 17:30;2;31/03/2020 17:30;CitiBank Colombia;Savings Account;;;STA-200331-017178;ED Discharged;1;121
Banking;Emergency;31/03/2020 17:29;3;31/03/2020 17:29;CitiBank Colombia;Mobile Banking;;;STA-200331-017173;Inpatient Discharged;1;68
Deposit Account;Emergency;31/03/2020 17:29;3;31/03/2020 17:29;CitiBank Colombia;Mobile Banking;;;STA-200331-017172;Inpatient Discharged;1;116
Loans;Emergency;31/03/2020 17:27;2;31/03/2020 17:27;CitiBank Colombia;Mobile Banking;;;STA-200331-017150;Inpatient Discharged;1;71
Investment;Emergency;31/03/2020 17:20;2;31/03/2020 17:20;CitiBank Colombia;Mobile Banking;;;STA-200331-017099;Inpatient Discharged;1;100
Cards;Emergency;31/03/2020 16:40;2;31/03/2020 16:40;CitiBank Colombia;Mobile Banking;;;STA-200331-016696;Inpatient Discharged;1;133
Banking;Elective;31/03/2020 16:28;6;31/03/2020 16:28;CitiBank Colombia;Savings Account;;;STA-200331-016562;Inpatient Discharged;1;24
Deposit Account;Elective;31/03/2020 16:21;3;31/03/2020 16:21;CitiBank Colombia;Savings Account;;;STA-200331-016492;Inpatient Discharged;1;104
Loans;Emergency;31/03/2020 16:17;3;31/03/2020 16:17;CitiBank Colombia;Savings Account;;;STA-200331-016457;Inpatient Discharged;1;10
Investment;Emergency;31/03/2020 16:16;3;31/03/2020 16:16;CitiBank Colombia;Savings Account;;;STA-200331-016447;Inpatient Discharged;1;139
Cards;Emergency;31/03/2020 16:12;6;31/03/2020 16:12;CitiBank Colombia;Mobile Banking;;;STA-200331-016404;Inpatient Discharged;1;19
Banking;Emergency;31/03/2020 16:00;3;31/03/2020 16:00;CitiBank Colombia;Mobile Banking;;;STA-200331-016280;Inpatient Discharged;1;110
Deposit Account;Emergency;31/03/2020 15:44;6;31/03/2020 15:44;CitiBank Colombia;Mobile Banking;;;STA-200331-016107;Inpatient Discharged;1;5
Loans;Emergency;31/03/2020 15:43;2;31/03/2020 15:43;CitiBank Colombia;Mobile Banking;;;STA-200331-016086;Inpatient Discharged;1;137
Investment;Emergency;31/03/2020 15:39;3;31/03/2020 15:39;CitiBank Colombia;Fixed Deposit;;;STA-200331-016021;Inpatient Discharged;1;16
Cards;Emergency;31/03/2020 15:34;6;31/03/2020 15:34;CitiBank Colombia;Fixed Deposit;;;STA-200331-015972;Inpatient Discharged;1;66
Banking;Emergency;31/03/2020 15:30;2;31/03/2020 15:30;CitiBank Colombia;Fixed Deposit;;;STA-200331-015928;Inpatient Discharged;1;132
Deposit Account;Emergency;31/03/2020 15:19;3;31/03/2020 15:19;CitiBank Colombia;Fixed Deposit;;;STA-200331-015790;Inpatient Discharged;1;139
Loans;Emergency;31/03/2020 15:14;2;31/03/2020 15:14;CitiBank Colombia;Mobile Banking;;;STA-200331-015729;Inpatient Discharged;1;94
Investment;Emergency;31/03/2020 15:04;2;31/03/2020 15:04;CitiBank Colombia;Mobile Banking;;;STA-200331-015635;Inpatient Discharged;1;134
Cards;Emergency;31/03/2020 14:51;6;31/03/2020 14:51;CitiBank Colombia;Mobile Banking;;;STA-200331-015470;Inpatient Discharged;1;38
Banking;Emergency;31/03/2020 14:45;6;31/03/2020 14:45;CitiBank Colombia;Mobile Banking;;;STA-200331-015418;Inpatient Discharged;1;50
Deposit Account;Elective;31/03/2020 14:39;2;31/03/2020 14:39;CitiBank Colombia;Fixed Deposit;;;STA-200331-015346;Inpatient Discharged;1;11
Loans;Elective;31/03/2020 14:26;2;31/03/2020 14:26;CitiBank Colombia;Fixed Deposit;;;STA-200331-015168;Inpatient Discharged;1;69
Investment;Elective;31/03/2020 14:25;3;31/03/2020 14:25;CitiBank Colombia;Fixed Deposit;;;STA-200331-015137;Inpatient Discharged;1;131
Cards;Urgent;31/03/2020 14:16;2;31/03/2020 14:16;CitiBank Colombia;Savings Account;;;STA-200331-015039;Inpatient Discharged;1;100
Banking;Urgent;31/03/2020 14:10;2;31/03/2020 14:10;CitiBank Colombia;Savings Account;;;STA-200331-014970;Inpatient Discharged;1;106
Deposit Account;Emergency;31/03/2020 14:09;2;31/03/2020 14:09;CitiBank Colombia;Mobile Banking;;;STA-200331-014963;Inpatient Discharged;1;59
Loans;Emergency;31/03/2020 14:08;2;31/03/2020 14:08;CitiBank Colombia;Mobile Banking;;;STA-200331-014952;Inpatient Discharged;1;92
Investment;Urgent;31/03/2020 14:06;2;31/03/2020 14:06;CitiBank Colombia;Mobile Banking;;;STA-200331-014930;OBS Discharged;1;10
Cards;Urgent;31/03/2020 13:56;4;31/03/2020 13:56;CitiBank Colombia;Mobile Banking;;;STA-200331-014797;OBS Discharged;1;28
Banking;Emergency;31/03/2020 13:56;3;31/03/2020 13:56;CitiBank Colombia;Mobile Banking;;;STA-200331-014788;Discharged;1;41
Deposit Account;Emergency;31/03/2020 13:53;3;31/03/2020 13:53;CitiBank Colombia;Mobile Banking;;;STA-200331-014759;Discharged;1;100
Loans;Emergency;31/03/2020 13:49;2;31/03/2020 13:49;CitiBank Colombia;Mobile Banking;;;STA-200331-014717;Inpatient Discharged;1;27
Investment;Emergency;31/03/2020 13:45;2;31/03/2020 13:45;CitiBank Colombia;Mobile Banking;;;STA-200331-014663;Inpatient Discharged;1;100
Cards;Urgent;31/03/2020 13:44;2;31/03/2020 13:44;CitiBank Colombia;Net Banking;;;STA-200331-014649;OBS Discharged;1;100
Banking;Urgent;31/03/2020 13:42;2;31/03/2020 13:42;CitiBank Colombia;Net Banking;;;STA-200331-014621;OBS Discharged;1;104
Deposit Account;Emergency;31/03/2020 13:38;4;31/03/2020 13:38;CitiBank Colombia;Mobile Banking;;;STA-200331-014578;Inpatient Discharged;1;17
Loans;Emergency;31/03/2020 13:20;4;31/03/2020 13:20;CitiBank Colombia;Mobile Banking;;;STA-200331-014343;Inpatient Discharged;1;19
Investment;Emergency;31/03/2020 13:15;2;31/03/2020 13:15;CitiBank Colombia;Mobile Banking;;;STA-200331-014285;Inpatient Discharged;1;76
Cards;Emergency;31/03/2020 13:09;2;31/03/2020 13:09;CitiBank Colombia;Mobile Banking;;;STA-200331-014203;Inpatient Discharged;1;90
Banking;Emergency;31/03/2020 13:09;3;31/03/2020 13:09;CitiBank Colombia;Mobile Banking;;;STA-200331-014202;Inpatient Discharged;1;29
Deposit Account;Emergency;31/03/2020 13:02;3;31/03/2020 13:02;CitiBank Colombia;Mobile Banking;;;STA-200331-014115;Inpatient Discharged;1;58
Loans;Emergency;31/03/2020 12:55;3;31/03/2020 12:55;CitiBank Colombia;Mobile Banking;;;STA-200331-014019;Inpatient Discharged;1;72
Investment;Emergency;31/03/2020 12:54;2;31/03/2020 12:54;CitiBank Colombia;Mobile Banking;;;STA-200331-014007;Inpatient Discharged;1;79
Cards;Emergency;31/03/2020 12:54;3;31/03/2020 12:54;CitiBank Colombia;Mobile Banking;;;STA-200331-013995;OBS Discharged;1;63
Banking;Emergency;31/03/2020 12:48;4;31/03/2020 12:48;CitiBank Colombia;Mobile Banking;;;STA-200331-013918;OBS Discharged;1;130
Deposit Account;Emergency;31/03/2020 12:36;4;31/03/2020 12:36;CitiBank Colombia;Fixed Deposit;;;STA-200331-013772;OBS Discharged;1;90
Loans;Emergency;31/03/2020 12:30;2;31/03/2020 12:30;CitiBank Colombia;Fixed Deposit;;;STA-200331-013681;OBS Discharged;1;108
Investment;Emergency;31/03/2020 12:30;4;31/03/2020 12:30;CitiBank Colombia;Fixed Deposit;;;STA-200331-013679;OBS Discharged;1;134
Cards;Emergency;31/03/2020 12:26;4;31/03/2020 12:26;CitiBank Colombia;Mobile Banking;;;STA-200331-013615;Inpatient Discharged;1;4
Banking;Emergency;31/03/2020 12:22;4;31/03/2020 12:22;CitiBank Colombia;Mobile Banking;;;STA-200331-013562;Inpatient Discharged;1;88
Deposit Account;Emergency;31/03/2020 12:21;4;31/03/2020 12:21;CitiBank Colombia;Current Account;;;STA-200331-013541;ED Discharged;1;69
Loans;Emergency;31/03/2020 12:16;5;31/03/2020 12:16;CitiBank Colombia;Debit Card;;;STA-200331-013471;OBS Discharged;1;3
Investment;Emergency;31/03/2020 12:15;2;31/03/2020 12:15;CitiBank Colombia;Debit Card;;;STA-200331-013465;OBS Discharged;1;110
Cards;Emergency;31/03/2020 12:09;3;31/03/2020 12:09;CitiBank Colombia;Debit Card;;;STA-200331-013382;OBS Discharged;1;113
Banking;Emergency;31/03/2020 12:07;4;31/03/2020 12:07;CitiBank Colombia;Debit Card;;;STA-200331-013356;OBS Discharged;1;114
Deposit Account;Emergency;31/03/2020 12:01;4;31/03/2020 12:01;CitiBank Colombia;Current Account;;;STA-200331-013267;ED Discharged;1;28
Loans;Emergency;31/03/2020 11:58;4;31/03/2020 11:58;CitiBank Colombia;Current Account;;;STA-200331-013208;ED Discharged;1;10
Investment;Emergency;31/03/2020 11:49;5;31/03/2020 11:49;CitiBank Colombia;Current Account;;;STA-200331-013071;ED Discharged;1;48
Cards;Emergency;31/03/2020 11:49;3;31/03/2020 11:49;CitiBank Colombia;Current Account;;;STA-200331-013069;ED Discharged;1;32
Banking;Emergency;31/03/2020 11:45;4;31/03/2020 11:45;CitiBank Colombia;Current Account;;;STA-200331-013007;ED Discharged;1;47
Deposit Account;Emergency;31/03/2020 11:44;3;31/03/2020 11:44;CitiBank Colombia;Current Account;;;STA-200331-012978;ED Discharged;1;120
Loans;Emergency;31/03/2020 11:42;2;31/03/2020 11:42;CitiBank Colombia;Current Account;;;STA-200331-012961;ED Discharged;1;130
Investment;Emergency;31/03/2020 11:39;3;31/03/2020 11:39;CitiBank Colombia;Current Account;;;STA-200331-012893;ED Discharged;1;109
Cards;Emergency;31/03/2020 11:38;5;31/03/2020 11:38;CitiBank Colombia;Current Account;;;STA-200331-012886;Discharged;1;17
Banking;Emergency;31/03/2020 11:28;3;31/03/2020 11:28;CitiBank Colombia;Current Account;;;STA-200331-012708;ED Discharged;1;9
Deposit Account;Emergency;31/03/2020 11:27;4;31/03/2020 11:27;CitiBank Colombia;Current Account;;;STA-200331-012683;ED Discharged;1;110
Loans;Emergency;31/03/2020 11:26;4;31/03/2020 11:26;CitiBank Colombia;Current Account;;;STA-200331-012665;ED Discharged;1;54
Investment;Emergency;31/03/2020 11:24;3;31/03/2020 11:24;CitiBank Colombia;Current Account;;;STA-200331-012627;ED Discharged;1;119
Cards;Emergency;31/03/2020 11:22;5;31/03/2020 11:22;CitiBank Colombia;Current Account;;;STA-200331-012601;ED Discharged;1;7
Banking;Emergency;31/03/2020 11:20;2;31/03/2020 11:20;CitiBank Colombia;Current Account;;;STA-200331-012572;ED Discharged;1;42
Deposit Account;Emergency;31/03/2020 11:17;2;31/03/2020 11:17;CitiBank Colombia;Current Account;;;STA-200331-012522;Discharged;1;122
Loans;Emergency;31/03/2020 11:10;4;31/03/2020 11:10;CitiBank Colombia;Current Account;;;STA-200331-012393;ED Discharged;1;50
Investment;Emergency;31/03/2020 11:06;2;31/03/2020 11:06;CitiBank Colombia;Mobile Banking;;;STA-200331-012311;OBS Discharged;1;89
Cards;Emergency;31/03/2020 10:53;2;31/03/2020 10:53;CitiBank Colombia;Mobile Banking;;;STA-200331-011998;OBS Discharged;1;138
Banking;Emergency;31/03/2020 10:48;2;31/03/2020 10:48;CitiBank Colombia;Current Account;;;STA-200331-011911;ED Discharged;1;109
Deposit Account;Emergency;31/03/2020 10:46;2;31/03/2020 10:46;CitiBank Colombia;Current Account;;;STA-200331-011895;Discharged;1;113
Loans;Emergency;31/03/2020 10:46;2;31/03/2020 10:46;CitiBank Colombia;Current Account;;;STA-200331-011882;ED Discharged;1;128
Investment;Emergency;31/03/2020 10:42;2;31/03/2020 10:42;CitiBank Colombia;Current Account;;;STA-200331-011837;ED Discharged;1;74
Cards;Emergency;31/03/2020 10:42;2;31/03/2020 10:42;CitiBank Colombia;Current Account;;;STA-200331-011833;ED Discharged;1;108
Banking;Emergency;31/03/2020 10:34;2;31/03/2020 10:34;CitiBank Colombia;Current Account;;;STA-200331-011665;ED Discharged;1;36
Deposit Account;Emergency;31/03/2020 10:30;2;31/03/2020 10:30;CitiBank Colombia;Current Account;;;STA-200331-011613;ED Discharged;1;11
Loans;Emergency;31/03/2020 10:30;2;31/03/2020 10:30;CitiBank Colombia;Current Account;;;STA-200331-011603;ED Discharged;1;114
Investment;Emergency;31/03/2020 10:26;2;31/03/2020 10:26;CitiBank Colombia;Current Account;;;STA-200331-011535;ED Discharged;1;66
Cards;Emergency;31/03/2020 10:25;2;31/03/2020 10:25;CitiBank Colombia;Current Account;;;STA-200331-011521;Discharged;1;104
Banking;Emergency;31/03/2020 10:20;2;31/03/2020 10:20;CitiBank Colombia;Current Account;;;STA-200331-011434;ED Discharged;1;127
Deposit Account;Emergency;31/03/2020 10:16;2;31/03/2020 10:16;CitiBank Colombia;Current Account;;;STA-200331-011339;ED Discharged;1;51
Loans;Emergency;31/03/2020 10:15;2;31/03/2020 10:15;CitiBank Colombia;Current Account;;;STA-200331-011309;ED Discharged;1;110
Investment;Emergency;31/03/2020 10:15;2;31/03/2020 10:15;CitiBank Colombia;Current Account;;;STA-200331-011306;ED Discharged;1;45
Cards;Emergency;31/03/2020 10:11;2;31/03/2020 10:11;CitiBank Colombia;Current Account;;;STA-200331-011219;ED Discharged;1;65
Banking;Emergency;31/03/2020 10:10;2;31/03/2020 10:10;CitiBank Colombia;Current Account;;;STA-200331-011183;Discharged;1;79
Deposit Account;Emergency;31/03/2020 10:05;4;31/03/2020 10:05;CitiBank Colombia;Current Account;;;STA-200331-011116;ED Discharged;1;22
Loans;Emergency;31/03/2020 10:04;2;31/03/2020 10:04;CitiBank Colombia;Current Account;;;STA-200331-011094;ED Discharged;1;76
Investment;Emergency;31/03/2020 10:01;4;31/03/2020 10:01;CitiBank Colombia;Current Account;;;STA-200331-011021;ED Discharged;1;70
Cards;Emergency;31/03/2020 9:59;2;31/03/2020 9:59;CitiBank Colombia;Current Account;;;STA-200331-010977;ED Discharged;1;112
Banking;Emergency;31/03/2020 9:59;2;31/03/2020 9:59;CitiBank Colombia;Current Account;;;STA-200331-010971;ED Discharged;1;100
Deposit Account;Emergency;31/03/2020 9:45;2;31/03/2020 9:45;CitiBank Colombia;Current Account;;;STA-200331-010704;ED Discharged;1;19
Loans;Emergency;31/03/2020 9:39;4;31/03/2020 9:39;CitiBank Colombia;Current Account;;;STA-200331-010572;ED Discharged;1;12
Investment;Emergency;31/03/2020 9:38;2;31/03/2020 9:38;CitiBank Colombia;Current Account;;;STA-200331-010563;ED Discharged;1;100
Cards;Emergency;31/03/2020 9:36;4;31/03/2020 9:36;CitiBank Colombia;Current Account;;;STA-200331-010517;ED Discharged;1;51
Banking;Emergency;31/03/2020 9:17;2;31/03/2020 9:17;CitiBank Colombia;Current Account;;;STA-200331-010110;Discharged;1;133
Deposit Account;Emergency;31/03/2020 9:02;4;31/03/2020 9:02;CitiBank Colombia;Current Account;;;STA-200331-009831;ED Discharged;1;17
Loans;Emergency;31/03/2020 8:59;2;31/03/2020 8:59;CitiBank Colombia;Current Account;;;STA-200331-009748;ED Discharged;1;67
Investment;Emergency;31/03/2020 7:00;4;31/03/2020 7:00;CitiBank Colombia;Current Account;;;STA-200331-007783;ED Discharged;1;40
Cards;Emergency;31/03/2020 5:27;2;31/03/2020 5:27;CitiBank Colombia;Current Account;;;STA-200331-005910;Discharged;1;122
Banking;Emergency;31/03/2020 2:24;4;31/03/2020 2:24;CitiBank Colombia;Current Account;;;STA-200331-001922;Discharged;1;22
Deposit Account;Emergency;30/03/2020 23:57;4;30/03/2020 23:57;CitiBank Colombia;Current Account;;;STA-200330-020321;ED Discharged;1;62
Loans;Emergency;30/03/2020 23:19;2;30/03/2020 23:19;CitiBank Colombia;Current Account;;;STA-200330-019895;ED Discharged;1;128
Investment;Emergency;30/03/2020 23:19;2;30/03/2020 23:19;CitiBank Colombia;Current Account;;;STA-200330-019893;ED Discharged;1;132
Cards;Emergency;30/03/2020 22:50;2;30/03/2020 22:50;CitiBank Colombia;Current Account;;;STA-200330-019486;ED Discharged;1;138
Banking;Emergency;30/03/2020 22:50;2;30/03/2020 22:50;CitiBank Colombia;Current Account;;;STA-200330-019483;ED Discharged;1;48
Deposit Account;Emergency;30/03/2020 22:48;4;30/03/2020 22:48;CitiBank Colombia;Current Account;;;STA-200330-019470;ED Discharged;1;58
Loans;Emergency;30/03/2020 22:15;2;30/03/2020 22:15;CitiBank Colombia;Current Account;;;STA-200330-019115;ED Discharged;1;29
Investment;Emergency;30/03/2020 21:38;2;30/03/2020 21:38;CitiBank Colombia;Current Account;;;STA-200330-018699;Discharged;1;27
Cards;Emergency;30/03/2020 21:10;2;30/03/2020 21:10;CitiBank Colombia;Current Account;;;STA-200330-018434;Discharged;1;33
Banking;Emergency;30/03/2020 19:59;2;30/03/2020 19:59;CitiBank Colombia;Current Account;;;STA-200330-018039;ED Discharged;1;84
Deposit Account;Emergency;30/03/2020 19:56;2;30/03/2020 19:56;CitiBank Colombia;Current Account;;;STA-200330-018031;ED Discharged;1;98
Loans;Emergency;30/03/2020 19:47;2;30/03/2020 19:47;CitiBank Colombia;Current Account;;;STA-200330-018007;ED Discharged;1;134
Investment;Emergency;30/03/2020 19:43;4;30/03/2020 19:43;CitiBank Colombia;Current Account;;;STA-200330-017993;ED Discharged;1;51
Cards;Emergency;30/03/2020 19:36;2;30/03/2020 19:36;CitiBank Colombia;Current Account;;;STA-200330-017969;Cancelled;1;56
Banking;Emergency;30/03/2020 19:24;2;30/03/2020 19:24;CitiBank Colombia;Current Account;;;STA-200330-017924;Cancelled;1;57
Deposit Account;Emergency;30/03/2020 19:10;2;30/03/2020 19:10;CitiBank Colombia;Current Account;;;STA-200330-017867;ED Discharged;1;129
Loans;Emergency;30/03/2020 19:07;4;30/03/2020 19:07;CitiBank Colombia;Current Account;;;STA-200330-017852;ED Discharged;1;66
Investment;Emergency;30/03/2020 19:06;2;30/03/2020 19:06;CitiBank Colombia;Current Account;;;STA-200330-017849;ED Discharged;1;138
Cards;Emergency;30/03/2020 19:04;2;30/03/2020 19:04;CitiBank Colombia;Current Account;;;STA-200330-017839;ED Discharged;1;7
Banking;Emergency;30/03/2020 19:03;2;30/03/2020 19:03;CitiBank Colombia;Current Account;;;STA-200330-017832;ED Discharged;1;128
Deposit Account;Emergency;30/03/2020 18:50;2;30/03/2020 18:50;CitiBank Colombia;Current Account;;;STA-200330-017757;ED Discharged;1;114
Loans;Emergency;30/03/2020 18:49;4;30/03/2020 18:49;CitiBank Colombia;Current Account;;;STA-200330-017755;Discharged;1;1
Investment;Emergency;30/03/2020 18:49;4;30/03/2020 18:49;CitiBank Colombia;Current Account;;;STA-200330-017754;ED Discharged;1;35
